Mx My Mz abs(M)
-0.008 -0.020 -1.836 1.83613
0.083 0.009 -2.301 2.30251
0.052 -0.011 -1.506 1.50694
0.035 0.005 -2.073 2.0733
0.057 -0.035 -1.845 1.84621
-0.041 -0.024 1.049 1.05008
0.045 -0.034 -0.926 0.927716
0.041 -0.010 -1.598 1.59856
0.053 -0.005 -1.781 1.7818
0.050 -0.034 -1.826 1.827
-0.055 -0.200 2.211 2.22071
0.055 -0.000 -2.041 2.04174
-0.011 -0.004 -1.485 1.48505
0.015 0.009 -1.013 1.01315
0.055 -0.025 -2.034 2.0349
0.036 0.014 -1.728 1.72843
0.054 0.003 -1.546 1.54695
0.041 0.024 -1.027 1.0281
0.035 -0.003 1.104 1.10456
-0.011 -0.016 -1.070 1.07018
0.055 0.000 -2.039 2.03974
0.023 -0.006 -1.834 1.83415
0.016 -0.021 -1.345 1.34526
0.045 -0.003 1.812 1.81256
-0.019 -0.027 -1.783 1.78331
0.073 -0.007 -2.253 2.25419
0.068 -0.008 -2.158 2.15909
0.065 -0.008 -1.703 1.70426
-0.002 -0.007 0.121 0.121219
0.074 0.007 -1.985 1.98639
0.044 -0.017 -1.739 1.73964
0.041 -0.011 -2.076 2.07643
0.078 -0.012 -2.128 2.12946
0.033 -0.013 -1.203 1.20352
-0.011 -0.029 -0.994 0.994484
0.070 0.003 -2.362 2.36304
0.042 0.006 -2.547 2.54735
-0.004 0.014 -1.074 1.0741
0.041 0.029 -2.286 2.28655
0.056 -0.009 -1.934 1.93483
0.051 0.017 -1.664 1.66487
0.041 -0.015 -2.289 2.28942
0.035 -0.035 -1.699 1.69972
0.012 -0.046 -1.539 1.53973
0.045 0.011 -1.337 1.3378
0.033 -0.020 -1.317 1.31757
0.069 0.016 -2.369 2.37006
0.044 -0.005 -1.304 1.30475
