Mx My Mz abs(M)
0.022 0.122 1.837 1.84118
-0.097 -0.133 -1.439 1.44838
-0.042 -0.046 -0.569 0.572399
-0.018 0.091 1.239 1.24247
-0.004 0.099 1.969 1.97149
0.046 0.101 1.766 1.76948
0.000 0.073 0.634 0.638189
0.033 0.206 1.574 1.58777
0.049 -0.078 -1.110 1.11382
0.015 -0.047 -0.543 0.545237
0.008 0.033 0.892 0.892646
0.005 0.053 1.514 1.51494
-0.001 -0.002 -0.028 0.0280891
0.138 -0.054 -1.694 1.70047
0.018 0.154 2.322 2.32717
0.108 0.299 1.918 1.94417
0.059 0.135 1.836 1.8419
-0.066 -0.126 -1.955 1.96017
0.040 -0.064 -1.315 1.31716
-0.131 0.146 1.554 1.56633
0.033 0.197 1.769 1.78024
0.043 0.026 0.905 0.906394
0.084 -0.160 -1.462 1.47313
0.074 0.183 1.468 1.48121
0.181 0.012 -2.048 2.05602
0.175 0.371 1.843 1.8881
-0.006 -0.001 -0.033 0.0335559
0.146 -0.285 -1.991 2.01659
-0.014 0.166 2.025 2.03184
0.012 -0.018 -0.290 0.290806
0.016 -0.128 -1.732 1.7368
-0.048 -0.076 -0.871 0.875626
-0.088 -0.145 -1.563 1.57218
0.047 -0.011 -0.590 0.591971
0.006 0.260 1.968 1.98511
-0.006 -0.038 -0.363 0.365033
0.080 0.257 1.868 1.88729
0.004 0.140 1.949 1.95403
0.196 0.020 -2.347 2.35525
0.026 -0.002 1.827 1.82719
-0.088 -0.175 -1.925 1.93494
0.137 -0.074 -2.240 2.24541
0.031 0.113 1.644 1.64817
-0.205 -0.216 -2.169 2.18935
-0.017 -0.119 -1.747 1.75113
0.063 0.186 1.715 1.72621
-0.023 -0.123 -1.848 1.85223
-0.014 -0.036 -0.909 0.90982
