Mx My Mz abs(M)
-0.287 -1.404 -0.212 1.44863
-0.193 -1.049 -0.226 1.09029
-0.252 -1.154 -0.314 1.22222
-0.109 -0.585 -0.070 0.599171
0.388 1.986 0.500 2.0844
0.045 0.416 0.134 0.43936
0.386 1.423 0.253 1.49597
-0.327 -1.562 -0.798 1.78426
0.143 -0.590 0.247 0.655407
-0.104 -0.688 -0.271 0.746727
0.216 1.519 0.326 1.56853
1.297 -0.758 -0.207 1.51645
-0.192 -0.703 -0.060 0.731213
-0.267 -1.262 -0.294 1.32302
0.555 2.548 -0.476 2.65083
-0.335 -1.965 -0.671 2.10326
-0.123 1.880 0.783 2.04025
-0.013 1.747 0.638 1.8599
-0.232 -1.462 -0.721 1.64654
0.364 1.489 0.251 1.55326
0.206 0.895 -0.041 0.919316
-0.657 -2.059 -0.066 2.16229
0.432 1.422 0.326 1.52151
0.287 1.646 0.276 1.69348
0.332 1.903 0.229 1.94527
0.566 1.951 0.524 2.09794
0.140 0.846 0.240 0.890458
-0.347 -1.131 -0.184 1.19726
0.371 1.316 0.218 1.38457
-0.052 -1.531 -1.563 2.18852
0.182 0.762 -0.042 0.784558
0.317 1.477 0.365 1.55411
-0.783 -2.323 -0.228 2.46199
0.170 0.474 0.187 0.537164
0.373 1.150 0.178 1.22201
0.356 2.156 0.544 2.25189
-0.397 -1.880 -0.402 1.96306
0.509 2.149 0.316 2.23095
0.210 0.897 0.225 0.948332
-0.457 -1.755 -0.241 1.82947
-0.307 0.912 1.097 1.45925
0.249 0.933 0.097 0.970515
-0.263 -0.946 -0.210 1.00408
0.061 0.477 -0.350 0.594769
0.295 2.200 0.892 2.39221
-0.126 -0.821 -0.280 0.876537
0.189 0.976 0.247 1.02436
-0.352 -1.737 -0.326 1.80204
