Mx My Mz abs(M)
0.232 -0.129 -1.795 1.81452
0.070 0.043 -1.370 1.37246
-0.227 -0.035 1.639 1.65502
-0.219 0.017 1.156 1.17668
-0.362 -0.102 1.446 1.49411
0.024 0.084 -0.007 0.0876413
0.199 0.028 -1.263 1.27889
-0.097 0.037 0.928 0.933789
-0.297 0.005 1.690 1.71591
-0.008 -0.001 0.059 0.0595483
-0.068 -0.060 0.641 0.647383
-0.168 -0.109 1.439 1.45287
0.052 -0.011 -0.363 0.366871
0.264 -0.003 -1.964 1.98167
0.252 -0.214 -2.193 2.21778
-0.129 0.248 -0.875 0.91857
-0.267 -0.020 2.383 2.39799
-0.018 0.343 -1.335 1.37848
-0.183 0.037 1.240 1.25398
-0.372 0.049 1.780 1.81912
-0.455 0.125 2.069 2.12212
0.159 -0.099 -0.886 0.905582
0.279 0.051 -1.760 1.78271
-0.117 -0.033 1.587 1.59165
0.319 0.024 -2.318 2.33997
-0.409 0.140 1.904 1.95246
-0.050 0.012 0.347 0.350789
0.030 -0.245 1.804 1.82081
-0.456 0.026 2.275 2.3204
-0.041 0.007 0.294 0.296928
0.033 0.071 -1.449 1.45111
0.056 -0.021 -0.301 0.306884
-0.374 0.097 1.502 1.5509
0.096 -0.006 -0.529 0.537674
-0.200 0.085 1.622 1.63649
0.116 -0.044 -0.666 0.677457
-0.206 0.048 1.657 1.67045
-0.181 -0.027 2.314 2.32123
0.275 0.104 -2.252 2.27111
0.287 -0.199 -2.014 2.04406
-0.450 0.147 2.019 2.07376
-0.211 0.009 1.689 1.70215
0.218 -0.109 -1.484 1.50388
-0.590 0.016 2.090 2.17174
-0.060 0.012 0.554 0.557369
0.139 0.086 -2.113 2.11931
-0.426 0.155 2.026 2.0761
-0.201 0.079 0.883 0.909028
