Mx My Mz abs(M)
0.022 0.095 -2.000 2.00238
0.006 -0.020 0.966 0.966226
0.004 0.015 -0.211 0.21157
0.053 -0.011 -1.361 1.36208
0.048 0.029 -2.187 2.18772
0.042 0.069 -2.179 2.1805
0.022 0.020 -1.041 1.04142
0.033 0.021 -0.854 0.854895
0.016 0.035 -1.400 1.40053
0.063 0.006 -2.099 2.09995
0.054 0.023 -2.020 2.02085
0.054 -0.014 -2.249 2.24969
0.007 0.035 -2.345 2.34527
0.032 0.044 -1.989 1.98974
0.082 0.028 -2.325 2.32661
0.057 0.038 -2.069 2.07013
0.047 -0.010 -1.695 1.69568
0.053 0.023 -2.444 2.44468
0.012 0.014 -0.609 0.609279
0.037 0.025 -2.058 2.05848
0.014 0.011 -0.301 0.301526
-0.041 -0.012 1.922 1.92247
0.031 0.031 -0.905 0.906061
-0.087 0.033 1.700 1.70254
0.053 0.024 -1.845 1.84592
0.052 0.011 -2.304 2.30461
0.028 0.040 -1.925 1.92562
-0.013 0.006 -1.517 1.51707
0.015 0.008 -1.966 1.96607
0.048 0.036 -1.964 1.96492
0.028 0.028 -1.372 1.37257
0.029 0.022 -1.279 1.27952
0.007 0.022 -1.395 1.39519
0.040 0.006 -1.917 1.91743
-0.035 -0.011 1.099 1.09961
0.048 0.001 -2.328 2.3285
-0.023 -0.028 1.016 1.01665
0.047 0.015 -1.625 1.62575
0.007 -0.003 -0.356 0.356081
0.030 0.074 -2.150 2.15148
0.026 0.020 -1.954 1.95428
-0.045 0.021 1.106 1.10711
-0.002 0.001 0.149 0.149017
0.001 0.001 -0.787 0.787001
0.036 0.011 -2.227 2.22732
-0.018 -0.026 0.650 0.650769
0.017 0.002 -1.276 1.27611
-0.001 -0.011 0.514 0.514119
