Mx My Mz abs(M)
0.012 -0.013 -1.975 1.97508
0.072 0.020 -1.885 1.88648
0.045 0.009 -1.811 1.81158
0.056 -0.031 -1.929 1.93006
-0.052 0.060 -1.898 1.89966
-0.060 0.031 1.336 1.33771
0.026 0.011 -1.560 1.56026
0.040 0.032 -1.256 1.25704
0.056 0.028 -2.148 2.14891
-0.115 -0.015 -1.497 1.50149
0.003 -0.029 -2.121 2.1212
0.054 -0.015 -1.835 1.83586
0.023 0.015 -1.857 1.8572
0.065 0.004 -1.514 1.5154
-0.041 -0.067 0.856 0.859596
0.088 0.036 -1.542 1.54493
0.027 -0.026 1.962 1.96236
0.053 -0.006 -1.461 1.46197
0.032 -0.000 -1.532 1.53233
0.007 0.004 -0.312 0.312104
0.060 -0.040 0.784 0.787309
-0.005 0.013 -1.832 1.83205
0.057 -0.015 -1.935 1.9359
0.062 0.014 -2.198 2.19892
0.101 0.007 -1.906 1.90869
-0.013 -0.005 0.733 0.733132
0.082 0.071 1.662 1.66554
0.075 0.011 -1.809 1.81059
-0.004 0.003 0.071 0.0711758
0.051 -0.026 -2.045 2.0458
0.037 -0.013 -1.928 1.9284
-0.005 0.014 -2.030 2.03005
0.155 0.067 -2.053 2.05993
0.023 -0.023 -0.931 0.931568
0.004 -0.018 -1.272 1.27213
0.044 0.011 2.100 2.10049
0.060 -0.018 -2.030 2.03097
0.010 0.006 -0.268 0.268254
0.143 0.237 1.731 1.75299
-0.075 -0.076 1.794 1.79717
0.066 0.024 -1.543 1.5446
0.023 -0.000 -2.079 2.07913
-0.006 -0.008 -0.972 0.972051
-0.001 -0.008 -1.746 1.74602
-0.016 -0.024 1.017 1.01741
-0.019 -0.024 0.479 0.479977
0.140 0.104 -2.295 2.30162
0.078 0.035 -2.197 2.19866
