Mx My Mz abs(M)
-0.086 -0.023 1.726 1.72829
0.147 -0.038 -1.530 1.53752
0.098 -0.014 -1.519 1.52222
0.067 -0.011 -1.118 1.12006
0.192 -0.257 -1.735 1.76441
0.138 -0.098 -1.407 1.41714
0.090 0.004 -1.008 1.01202
-0.076 0.098 1.149 1.15567
-0.091 0.105 0.888 0.898805
-0.032 0.005 0.353 0.354483
0.090 -0.201 -0.936 0.96156
0.119 -0.180 -1.484 1.49961
-0.046 0.001 0.346 0.349046
0.093 0.155 -1.773 1.78219
-0.084 -0.076 2.250 2.25285
0.217 -0.030 -1.765 1.77854
-0.145 0.278 2.357 2.37776
-0.354 -0.110 1.727 1.76634
0.110 0.118 -1.087 1.09891
0.140 -0.021 -1.737 1.74276
0.208 0.064 -1.889 1.90149
0.094 -0.107 -1.121 1.13001
-0.097 0.014 1.882 1.88455
0.177 -0.081 -1.720 1.73098
0.177 0.210 -1.938 1.95736
-0.053 0.194 2.032 2.04193
-0.009 0.003 0.066 0.0666783
0.212 -0.126 -2.142 2.15615
0.119 0.065 -1.911 1.9158
0.050 -0.007 -0.686 0.687855
0.174 -0.000 -1.801 1.80939
-0.070 0.024 0.553 0.557929
0.211 0.037 -1.476 1.49146
-0.071 0.039 0.844 0.847879
-0.170 0.095 1.590 1.60188
0.102 0.025 -0.865 0.871352
-0.068 0.161 1.763 1.77164
-0.073 -0.018 1.687 1.68867
-0.104 0.267 2.380 2.39719
0.111 -0.214 -1.942 1.95691
0.192 -0.025 -2.013 2.02229
-0.144 0.132 2.077 2.08617
-0.059 0.035 1.506 1.50756
0.241 -0.092 -2.185 2.20017
0.172 0.062 -1.780 1.78937
0.213 -0.119 -2.131 2.14492
0.179 0.125 -1.843 1.85589
0.086 0.061 -0.319 0.335973
