Mx My Mz abs(M)
0.103 0.099 -2.000 2.0051
0.095 0.092 -1.994 1.99838
0.081 0.077 -1.763 1.76654
0.107 0.134 -1.996 2.00335
0.111 0.080 -2.017 2.02164
-0.045 -0.021 0.883 0.884395
0.050 0.064 -1.272 1.27459
0.063 0.055 -1.366 1.36856
-0.085 -0.188 1.690 1.70255
0.100 0.098 -1.942 1.94704
0.129 0.094 -2.282 2.28758
0.104 0.069 -1.909 1.91308
0.083 0.085 -1.739 1.74305
0.049 0.061 -1.151 1.15366
0.105 0.062 -1.924 1.92786
0.089 0.107 -1.765 1.77048
-0.010 -0.116 1.684 1.68802
0.065 0.069 -1.193 1.19676
0.062 0.064 -1.489 1.49166
0.085 0.066 -1.293 1.29747
0.091 0.100 -1.618 1.62364
0.090 0.081 -1.900 1.90385
0.085 0.108 -1.624 1.62981
0.094 0.104 -2.225 2.22941
0.124 0.097 -1.984 1.99024
0.094 0.097 -1.893 1.89781
0.124 0.097 -2.059 2.06501
0.069 0.056 -1.664 1.66637
0.002 0.007 -0.209 0.209127
-0.091 -0.274 1.784 1.80721
0.089 0.066 -1.738 1.74153
0.113 0.083 -2.181 2.1855
-0.023 -0.111 2.078 2.08109
0.108 0.081 -1.715 1.72031
0.064 0.044 -1.124 1.12668
-0.035 -0.075 2.016 2.0177
0.123 0.192 -2.221 2.23267
0.094 0.050 -1.290 1.29439
0.129 0.088 -2.222 2.22748
0.113 0.052 -1.636 1.64072
0.062 0.059 -1.629 1.63125
0.099 0.091 -2.285 2.28895
0.057 0.008 -0.815 0.81703
0.106 0.055 -1.659 1.66329
0.049 0.043 -0.964 0.966202
0.033 0.042 -0.750 0.7519
0.127 0.120 -2.437 2.44326
0.097 0.086 -2.114 2.11797
