Mx My Mz abs(M)
0.167 -0.045 -1.047 1.06119
-0.059 -0.060 2.089 2.09069
-0.053 -0.059 1.372 1.37429
0.066 0.112 -2.325 2.32863
0.067 0.077 -1.922 1.92471
0.009 -0.015 0.634 0.634241
0.037 0.003 -0.615 0.616119
0.076 0.010 -1.259 1.26133
-0.032 -0.035 1.690 1.69067
0.018 0.046 -1.628 1.62875
0.101 0.077 -2.287 2.29052
0.025 -0.037 1.927 1.92752
0.074 -0.071 -1.538 1.54142
-0.021 -0.038 1.339 1.3397
0.055 0.008 -1.122 1.12338
-0.047 -0.041 1.391 1.3924
-0.094 0.028 -2.022 2.02438
-0.349 0.031 -1.055 1.11166
-0.209 0.007 -0.898 0.922027
-0.061 -0.081 -1.601 1.60421
-0.066 0.088 -1.309 1.31361
0.054 -0.026 -1.652 1.65309
0.467 0.026 1.734 1.79597
-0.231 -0.085 2.164 2.17795
0.337 0.022 1.496 1.53365
-0.010 0.073 -1.729 1.73057
0.024 -0.066 1.789 1.79038
0.107 0.033 -1.665 1.66876
0.018 -0.014 0.470 0.470553
-0.057 -0.026 1.643 1.64419
0.085 0.034 -1.850 1.85226
0.051 -0.016 -2.202 2.20265
-0.054 -0.053 1.746 1.74764
0.047 0.029 -1.228 1.22924
0.132 0.031 -1.006 1.0151
0.042 0.081 -2.438 2.43971
0.020 0.103 -1.547 1.55055
0.006 0.034 -0.736 0.736809
0.078 0.086 -1.972 1.97541
-0.225 -0.124 1.344 1.36833
0.013 -0.045 0.936 0.937171
-0.012 0.007 -2.283 2.28304
0.006 0.005 -0.063 0.0634823
0.128 0.061 -1.626 1.63217
-0.118 0.077 0.890 0.901084
-0.160 -0.045 0.687 0.70682
0.014 -0.043 2.288 2.28845
-0.032 -0.016 0.672 0.672952
