Mx My Mz abs(M)
-0.030 -0.037 1.767 1.76764
-0.013 -0.063 1.611 1.61228
-0.004 -0.048 1.460 1.46079
-0.003 -0.050 1.377 1.37791
-0.016 -0.057 1.951 1.9519
-0.027 -0.080 2.001 2.00278
-0.002 -0.063 1.406 1.40741
-0.016 -0.058 1.058 1.05971
-0.014 -0.028 1.470 1.47033
0.004 0.004 -0.087 0.0871837
-0.022 -0.026 0.826 0.826702
-0.011 -0.065 1.718 1.71926
0.002 0.001 -0.196 0.196013
-0.022 -0.065 2.060 2.06114
-0.026 -0.060 2.250 2.25095
-0.027 -0.078 1.716 1.71798
-0.048 -0.109 2.588 2.59074
-0.042 -0.084 2.053 2.05515
-0.041 -0.082 1.834 1.83629
-0.004 -0.074 1.994 1.99538
-0.001 -0.088 2.365 2.36664
-0.032 -0.047 1.131 1.13243
-0.025 -0.077 1.760 1.76186
-0.016 -0.082 1.816 1.81792
-0.036 -0.111 2.490 2.49273
-0.031 -0.113 2.337 2.33994
-0.002 -0.049 0.737 0.73863
-0.037 -0.090 2.228 2.23012
-0.024 -0.068 2.431 2.43207
0.010 -0.022 0.904 0.904323
-0.021 -0.064 1.923 1.92418
-0.001 -0.016 0.231 0.231556
-0.006 -0.065 1.585 1.58634
-0.003 -0.004 0.096 0.0961301
-0.039 -0.085 1.566 1.56879
0.005 0.015 -0.430 0.430291
-0.029 -0.091 1.859 1.86145
-0.033 -0.089 2.230 2.23202
-0.048 -0.098 2.481 2.4834
-0.046 -0.078 2.124 2.12593
-0.009 -0.086 2.296 2.29763
-0.016 -0.047 2.171 2.17157
-0.015 -0.054 1.622 1.62297
-0.028 -0.083 2.336 2.33764
-0.042 -0.078 1.755 1.75723
-0.030 -0.076 2.235 2.23649
-0.034 -0.104 2.488 2.4904
0.001 -0.003 -0.105 0.105048
