Mx My Mz abs(M)
-0.087 -0.180 -1.674 1.6859
0.033 -0.104 -2.002 2.00497
0.043 -0.139 -1.645 1.65142
0.091 -0.065 -2.347 2.34966
0.033 -0.057 -1.967 1.9681
-0.071 0.078 1.229 1.23352
0.021 -0.059 -1.094 1.09579
0.097 -0.046 -1.285 1.28948
0.041 -0.256 -1.502 1.52421
0.049 -0.046 -1.756 1.75729
0.077 -0.082 -2.305 2.30774
0.077 -0.105 -1.945 1.94935
0.004 -0.139 -1.761 1.76648
0.018 -0.069 -1.303 1.30495
0.125 -0.107 -1.161 1.1726
0.046 -0.038 -1.864 1.86495
0.069 -0.007 2.014 2.01519
-0.020 -0.049 -1.485 1.48594
-0.043 -0.073 -1.294 1.29677
0.037 0.083 0.729 0.734642
0.054 -0.039 -1.659 1.66034
-0.164 -0.275 -1.669 1.69944
-0.035 -0.097 -2.108 2.11052
-0.010 -0.103 -2.276 2.27835
-0.031 -0.039 -1.263 1.26398
0.084 -0.051 -1.766 1.76873
0.099 -0.056 -2.210 2.21292
-0.255 0.083 1.405 1.43036
-0.001 0.015 0.225 0.225502
-0.053 -0.269 1.568 1.59179
-0.316 0.060 1.798 1.82654
-0.331 -0.095 1.799 1.83166
0.088 -0.080 -2.075 2.07841
0.031 -0.048 -1.638 1.639
0.053 -0.011 -1.317 1.31811
0.125 -0.071 -2.433 2.43724
0.037 -0.020 -0.767 0.768152
-0.011 -0.024 0.304 0.305144
0.059 -0.035 -2.158 2.15909
-0.036 0.017 1.853 1.85343
0.040 -0.058 -1.443 1.44472
-0.364 -0.072 1.648 1.68926
-0.000 -0.038 -0.698 0.699034
0.049 -0.042 -1.628 1.62928
0.017 0.003 -0.283 0.283526
-0.025 0.002 0.757 0.757415
0.056 -0.093 -2.415 2.41744
0.032 -0.084 -2.112 2.11391
