Mx My Mz abs(M)
0.115 -0.026 -2.109 2.11229
0.013 -0.011 0.528 0.528275
0.012 0.024 0.509 0.509707
0.050 -0.007 -1.560 1.56082
0.025 -0.037 -1.594 1.59463
0.108 -0.071 -2.244 2.24772
-0.033 0.004 1.310 1.31042
-0.015 0.004 0.210 0.210573
0.043 0.011 -1.412 1.4127
0.002 0.000 -0.347 0.347006
0.070 -0.042 -2.054 2.05562
-0.062 0.029 1.947 1.9482
0.035 -0.011 -2.052 2.05233
0.055 -0.036 -1.452 1.45349
0.062 -0.002 -2.318 2.31883
0.016 -0.044 -2.075 2.07553
-0.042 0.018 1.585 1.58566
0.093 -0.075 -1.803 1.80695
0.011 0.013 -0.344 0.344421
0.039 -0.017 -1.878 1.87848
0.050 0.012 -1.257 1.25805
0.050 0.046 2.351 2.35198
0.009 -0.014 -0.321 0.321431
0.110 -0.001 -2.138 2.14083
0.035 -0.021 -1.535 1.53554
-0.025 -0.070 -1.503 1.50484
0.066 -0.034 -1.442 1.44391
0.086 0.000 -1.678 1.6802
0.096 -0.041 -1.872 1.87491
0.077 0.002 -1.804 1.80564
0.049 0.004 -1.421 1.42185
0.025 -0.043 -1.638 1.63876
0.061 0.004 -1.698 1.6991
-0.060 0.046 1.837 1.83856
0.071 -0.003 -1.600 1.60158
0.162 0.035 -2.160 2.16635
0.080 -0.014 -2.127 2.12855
0.055 -0.037 -1.956 1.95712
0.028 -0.039 -0.973 0.974184
0.064 0.034 1.651 1.65259
0.064 -0.058 -1.534 1.53643
0.094 -0.004 -1.911 1.91331
0.025 -0.005 -0.826 0.826393
-0.008 0.006 0.256 0.256195
-0.074 -0.028 2.055 2.05652
-0.015 -0.018 0.584 0.58447
-0.003 0.001 0.124 0.12404
0.005 -0.000 0.029 0.0294279
