Mx My Mz abs(M)
-0.298 0.017 1.306 1.33967
0.093 0.009 -1.921 1.92327
0.008 -0.020 -1.823 1.82313
-0.295 -0.081 1.839 1.86427
-0.066 0.003 -1.232 1.23377
0.052 -0.004 -0.222 0.228044
-0.066 0.002 1.156 1.15788
0.056 0.030 -0.777 0.779593
-0.070 0.022 -1.680 1.6816
-0.306 0.067 1.883 1.90888
0.015 -0.007 -0.462 0.462296
0.133 0.006 -1.535 1.54076
-0.368 0.011 -1.290 1.34151
0.070 -0.007 -0.797 0.800099
-0.208 0.105 1.783 1.79816
-0.204 -0.062 1.381 1.39736
0.104 0.085 -2.046 2.0504
-0.177 -0.061 1.339 1.35202
-0.157 -0.032 1.519 1.52743
0.020 -0.024 -0.386 0.387262
-0.193 -0.010 1.835 1.84515
-0.434 0.017 1.721 1.77496
-0.302 -0.040 1.904 1.92822
-0.170 -0.048 1.683 1.69224
-0.300 -0.056 1.711 1.738
-0.298 0.030 2.063 2.08463
-0.173 0.031 1.484 1.49437
-0.137 0.019 1.771 1.77639
0.008 0.004 -0.201 0.201199
0.094 -0.039 -1.743 1.74597
-0.149 0.020 1.422 1.42992
-0.389 0.074 2.093 2.13013
-0.193 0.002 1.683 1.69403
-0.160 0.007 1.176 1.18686
-0.052 0.010 1.060 1.06132
0.039 0.139 -2.208 2.21271
-0.296 -0.114 2.089 2.11294
-0.085 -0.024 0.510 0.517592
-0.386 -0.061 2.102 2.13802
0.145 0.065 -1.617 1.62479
-0.169 0.023 1.567 1.57625
-0.292 0.031 2.240 2.25916
-0.005 -0.018 1.404 1.40412
-0.042 0.003 1.559 1.55957
-0.058 -0.009 0.468 0.471666
0.108 0.033 -0.773 0.781205
0.122 0.051 -2.018 2.02233
0.121 0.002 -1.546 1.55073
