Mx My Mz abs(M)
-0.194 0.358 -1.824 1.8689
0.095 -0.578 1.750 1.84543
0.205 0.830 -1.348 1.59625
0.003 0.256 -0.909 0.944365
0.146 0.766 -1.776 1.93965
-0.228 0.452 -1.627 1.70394
-0.018 -0.339 1.617 1.65225
0.001 -0.041 0.216 0.219859
-0.003 0.087 -0.306 0.318141
0.024 0.080 -0.196 0.213054
-0.003 0.226 -0.696 0.731779
-0.082 -0.441 1.402 1.47201
-0.025 0.104 -0.389 0.403438
0.023 -0.403 1.909 1.95121
-0.169 -0.301 0.298 0.456033
0.391 -0.334 0.704 0.87181
0.181 1.561 -1.887 2.45566
-0.108 -0.519 1.813 1.88891
0.000 -0.252 1.260 1.28495
0.118 -0.452 2.084 2.13572
-0.001 -0.557 2.134 2.20549
-0.038 -0.131 0.672 0.685703
-0.013 -0.253 1.777 1.79497
0.151 0.213 -1.690 1.71005
0.002 -0.465 2.288 2.33477
0.005 -0.629 2.036 2.13095
0.054 -0.120 0.597 0.611331
0.040 -0.390 2.016 2.05377
-0.001 -0.002 0.020 0.0201246
0.033 -0.186 0.919 0.938214
-0.001 -0.531 1.824 1.89972
-0.001 0.020 -0.187 0.188069
0.038 -0.317 1.455 1.48962
-0.010 0.127 -0.582 0.595779
-0.017 -0.222 1.500 1.51643
-0.017 -0.010 0.289 0.289672
-0.032 0.115 -1.587 1.59148
0.059 0.511 -1.923 1.99061
-0.036 -0.504 2.245 2.30116
-0.015 -0.447 1.842 1.89552
0.099 -0.499 2.069 2.13063
-0.001 0.098 -0.416 0.427389
-0.130 -0.423 1.508 1.57159
0.153 -0.458 1.952 2.01084
0.118 0.806 -1.174 1.42893
0.219 0.212 -1.843 1.86803
-0.010 -0.666 2.300 2.39451
-0.030 -0.213 0.771 0.800444
