Mx My Mz abs(M)
0.072 0.057 -2.222 2.2239
0.036 0.126 -1.395 1.40114
0.068 0.028 -1.306 1.30807
0.046 0.039 -1.106 1.10764
0.053 0.068 -2.203 2.20469
-0.129 0.036 1.499 1.50497
0.029 0.065 -2.319 2.32009
0.009 0.011 -0.186 0.186542
0.037 0.071 -1.973 1.97462
0.055 0.067 -1.994 1.99588
0.034 0.055 -2.203 2.20395
0.017 0.031 -1.623 1.62339
0.027 0.088 -2.092 2.09402
0.038 0.042 -1.626 1.62699
0.047 0.093 -2.259 2.2614
0.087 0.146 -1.760 1.76819
0.032 0.032 -1.360 1.36075
-0.105 0.081 1.381 1.38735
0.013 0.032 -0.416 0.417431
0.086 0.077 -2.082 2.0852
-0.008 0.059 -1.032 1.03372
0.047 0.124 -2.442 2.4456
0.004 0.015 -0.178 0.178676
0.045 0.072 -2.193 2.19464
0.038 0.076 -1.803 1.805
-0.127 0.055 1.570 1.57609
0.057 0.095 -1.788 1.79143
-0.063 0.014 1.096 1.0979
-0.127 0.026 1.998 2.0022
0.054 0.036 -1.725 1.72622
0.032 0.029 -0.994 0.994938
0.037 0.063 -1.852 1.85344
0.003 0.062 -1.041 1.04285
0.085 0.087 -2.043 2.04662
0.053 0.045 -1.731 1.7324
-0.055 0.075 1.666 1.66859
0.066 0.053 -1.422 1.42452
0.036 0.046 -1.666 1.66702
0.017 0.052 -1.393 1.39407
0.085 0.063 -1.981 1.98382
0.042 0.096 -2.043 2.04569
0.011 0.034 -1.350 1.35047
0.044 0.040 -1.170 1.17151
-0.010 -0.008 -0.245 0.245334
0.051 0.051 -1.890 1.89138
0.068 0.100 -1.909 1.91283
-0.010 -0.005 0.237 0.237264
0.024 0.087 -1.190 1.19342
