Mx My Mz abs(M)
0.019 0.001 -1.719 1.71911
0.083 0.060 -2.041 2.04357
0.073 0.040 -1.816 1.81791
-0.056 -0.104 1.684 1.68814
0.065 0.053 -1.919 1.92083
0.044 -0.008 -1.001 1.002
0.032 0.017 -1.274 1.27452
-0.031 -0.022 1.238 1.23858
-0.040 -0.013 1.704 1.70452
0.092 0.028 -1.936 1.93839
0.074 0.069 -2.189 2.19134
-0.043 -0.052 1.200 1.2019
0.074 0.033 -2.024 2.02562
0.025 0.034 -1.085 1.08582
-0.029 -0.062 1.568 1.56949
0.025 0.036 -1.558 1.55862
-0.061 -0.066 1.826 1.82821
0.023 0.037 -1.195 1.19579
0.033 0.020 -1.559 1.55948
0.028 -0.018 -0.587 0.587943
0.057 0.075 -1.741 1.74355
0.054 0.028 -1.801 1.80203
-0.022 -0.009 1.339 1.33921
0.056 0.037 -1.877 1.8782
-0.026 -0.016 1.796 1.79626
0.076 0.040 -1.954 1.95589
-0.078 -0.046 1.646 1.64849
0.064 0.008 -1.500 1.50139
-0.018 -0.006 0.172 0.173043
-0.065 -0.042 2.062 2.06345
0.052 0.014 -1.831 1.83179
0.103 0.054 1.850 1.85365
0.098 0.041 -1.837 1.84007
-0.035 -0.035 1.222 1.223
0.073 0.013 -1.148 1.15039
-0.083 -0.129 2.322 2.32706
-0.050 -0.094 2.080 2.08272
-0.016 0.005 0.567 0.567248
0.078 0.028 -2.023 2.0247
-0.074 -0.064 1.893 1.89553
0.076 -0.010 -1.516 1.51794
0.049 0.028 -2.214 2.21472
0.002 0.003 0.132 0.132049
0.077 0.033 -1.506 1.50833
0.045 0.065 -1.251 1.2535
-0.001 -0.002 -0.078 0.078032
-0.035 -0.085 1.715 1.71746
0.059 0.040 -1.835 1.83638
