Mx My Mz abs(M)
0.006 0.001 -1.681 1.68101
0.035 -0.021 -1.380 1.3806
0.017 0.022 -1.126 1.12634
0.019 -0.002 -1.455 1.45513
0.008 -0.003 -1.932 1.93202
0.007 0.014 -1.984 1.98406
0.013 0.028 -0.856 0.856556
-0.005 -0.007 -1.386 1.38603
0.012 -0.034 -1.283 1.28351
0.001 -0.001 -0.104 0.10401
0.010 0.028 -0.953 0.953464
-0.014 0.001 -1.557 1.55706
0.004 0.000 0.184 0.184043
-0.027 -0.027 -1.763 1.76341
-0.006 -0.020 -2.205 2.2051
0.030 -0.019 -1.775 1.77536
0.025 -0.010 1.914 1.91419
-0.021 0.002 -1.775 1.77513
-0.033 -0.007 -0.461 0.462233
0.050 -0.007 -1.951 1.95165
-0.001 0.103 1.711 1.7141
0.001 0.009 -1.067 1.06704
0.002 0.059 -1.901 1.90192
-0.005 0.003 -1.845 1.84501
-0.108 -0.052 -2.116 2.11939
-0.059 0.088 1.421 1.42494
0.011 -0.011 -0.599 0.599202
0.017 0.004 -2.380 2.38006
0.007 0.077 1.515 1.51697
-0.010 -0.006 -0.336 0.336202
0.045 0.033 1.678 1.67893
-0.003 -0.001 -0.471 0.471011
0.028 -0.009 -1.245 1.24535
-0.036 0.057 0.645 0.648514
-0.036 -0.006 -2.028 2.02833
-0.023 0.000 -0.702 0.702377
-0.026 0.013 -1.835 1.83523
0.002 0.005 -2.154 2.15401
-0.166 0.213 2.369 2.38434
-0.024 0.000 -2.168 2.16813
0.075 0.021 -2.084 2.08545
-0.009 -0.050 -1.891 1.89168
0.008 0.010 1.111 1.11107
0.054 -0.015 -2.366 2.36666
-0.058 -0.022 -1.842 1.84304
0.004 -0.033 -2.043 2.04327
0.033 -0.014 1.806 1.80636
-0.007 0.007 0.318 0.318154
