Mx My Mz abs(M)
-0.171 0.019 1.785 1.79327
-0.134 -0.019 1.239 1.24637
-0.035 0.006 0.698 0.698903
0.075 -0.050 -1.308 1.3111
-0.376 -0.190 1.883 1.92955
-0.207 0.015 2.256 2.26553
0.201 -0.034 -1.295 1.31095
-0.058 0.013 0.449 0.452917
-0.246 -0.044 2.100 2.11482
0.041 0.021 -0.365 0.367895
-0.183 -0.068 1.705 1.71614
0.030 -0.055 -1.579 1.58024
-0.179 0.004 1.772 1.78102
-0.165 0.010 2.167 2.1733
0.327 0.111 -2.062 2.09072
0.132 0.034 -1.407 1.41359
-0.192 0.084 1.909 1.92047
-0.177 0.065 2.064 2.07259
-0.084 -0.014 0.566 0.572371
0.072 -0.099 -1.775 1.77922
-0.024 -0.006 0.393 0.393778
-0.247 0.026 2.324 2.33723
-0.071 0.036 0.790 0.794001
0.082 0.003 -1.838 1.83983
-0.187 -0.045 1.486 1.4984
-0.342 -0.081 1.927 1.95879
-0.200 0.066 2.137 2.14735
0.070 0.028 -0.848 0.851345
0.023 0.077 -1.135 1.13784
-0.180 -0.013 1.619 1.62903
0.348 0.200 -1.350 1.4084
0.071 0.011 -1.147 1.14925
-0.174 -0.016 1.745 1.75373
-0.277 0.030 2.013 2.03219
0.048 -0.029 -1.661 1.66195
-0.210 0.024 2.153 2.16335
0.102 0.047 -1.628 1.63187
-0.279 -0.089 1.783 1.80689
-0.126 -0.052 1.372 1.37875
-0.202 0.016 1.848 1.85908
-0.214 0.060 1.911 1.92388
0.118 0.016 -1.312 1.31739
0.056 0.034 -1.200 1.20179
-0.072 -0.022 0.683 0.687137
0.158 0.015 -0.492 0.516965
-0.049 -0.017 0.267 0.271991
-0.106 0.018 1.312 1.3164
-0.125 0.015 1.273 1.27921
